sample_id,AU01_mean,AU01_std,AU01_min,AU01_max,AU01_median,AU02_mean,AU02_std,AU02_min,AU02_max,AU02_median,AU04_mean,AU04_std,AU04_min,AU04_max,AU04_median,AU05_mean,AU05_std,AU05_min,AU05_max,AU05_median,AU06_mean,AU06_std,AU06_min,AU06_max,AU06_median,AU07_mean,AU07_std,AU07_min,AU07_max,AU07_median,AU09_mean,AU09_std,AU09_min,AU09_max,AU09_median,AU10_mean,AU10_std,AU10_min,AU10_max,AU10_median,AU11_mean,AU11_std,AU11_min,AU11_max,AU11_median,AU12_mean,AU12_std,AU12_min,AU12_max,AU12_median,AU14_mean,AU14_std,AU14_min,AU14_max,AU14_median,AU15_mean,AU15_std,AU15_min,AU15_max,AU15_median,AU17_mean,AU17_std,AU17_min,AU17_max,AU17_median,AU20_mean,AU20_std,AU20_min,AU20_max,AU20_median,AU23_mean,AU23_std,AU23_min,AU23_max,AU23_median,AU24_mean,AU24_std,AU24_min,AU24_max,AU24_median,AU25_mean,AU25_std,AU25_min,AU25_max,AU25_median,AU26_mean,AU26_std,AU26_min,AU26_max,AU26_median,AU28_mean,AU28_std,AU28_min,AU28_max,AU28_median,AU43_mean,AU43_std,AU43_min,AU43_max,AU43_median,anger_mean,anger_std,anger_min,anger_max,anger_median,disgust_mean,disgust_std,disgust_min,disgust_max,disgust_median,fear_mean,fear_std,fear_min,fear_max,fear_median,happiness_mean,happiness_std,happiness_min,happiness_max,happiness_median,sadness_mean,sadness_std,sadness_min,sadness_max,sadness_median,surprise_mean,surprise_std,surprise_min,surprise_max,surprise_median,neutral_mean,neutral_std,neutral_min,neutral_max,neutral_median,video_id,clip_id
Aditiya,0.4968589044810543,0.0524809174551936,0.34949934,0.6548141,0.495577,0.2631316177594728,0.0523267925774942,0.13013932,0.61873347,0.25777,0.3262216283459637,0.1084777202928394,0.09698721,0.719864,0.31691357,0.3601843917792422,0.0645121356190569,0.22013932,0.74462867,0.36689284,0.3068788725370675,0.1032098116861067,0.12549572,0.6150036,0.2960931,0.2257001647446458,0.4183873594621718,0.0,1.0,0.0,0.2078221004777594,0.0606859212202682,0.125041,0.5064589,0.19249481,0.0154754550431482,0.0429504916506506,7.747159e-05,0.49838448,0.0051686135,0.8270181219110379,0.3785435498631587,0.0,1.0,1.0,0.1119801353756178,0.0663474214120475,0.03932632,0.62811273,0.0936911,0.158084498583196,0.0768735446387269,0.031684104,0.44031036,0.14495182,0.204411856985173,0.095234984599882,0.034432538,0.7247194,0.18459228,0.4401032224382207,0.071264006307069,0.30045444,0.65714324,0.42198467,0.0016474464579901,0.0405887479234099,0.0,1.0,0.0,0.2265107854827018,0.0623123282010581,0.10263228,0.6753993,0.21986873,0.2983522079588138,0.1037651737010415,0.030799141,0.677391,0.27578074,0.6746061364859967,0.2117900181962324,0.047008347,0.9845546,0.70965564,0.2810802208912685,0.1128201206845117,0.0506609,0.717339,0.26722074,0.129862018583196,0.0816588946790554,0.014894102,0.49829292,0.11194672,0.1364846603525535,0.197180074561459,0.028963653,0.90428746,0.07491804,0.0002708231858797,0.0021906801623029,3.3844895e-05,0.053793516,0.00012772882,4.210723249060956e-05,0.0001347406450349,6.533242e-06,0.0027622054,2.4876086e-05,0.0001652661927817,0.0012642447608418,6.816682e-06,0.026456747,6.5707296e-05,0.0031382552742339,0.0076795814323588,0.00025578414,0.14274952,0.0014314735,0.0016447861617298,0.0021310227714601,0.00052391493,0.047647316,0.0012732017,0.0120514112183097,0.0226824501389198,6.3702464e-05,0.45116046,0.0063578696,0.9826873538385504,0.0273812100656485,0.45462698,0.9977112,0.98949146,Aditiya,1
Aditiya,0.5033099940691927,0.0684610351807133,0.23603003,0.68691075,0.50547516,0.2503173443476112,0.0638999329471606,0.114786774,0.51463556,0.24392438,0.2626810759637562,0.1251298121521492,0.035889372,0.7389123,0.24128039,0.3483214434596375,0.0601418051961823,0.21204078,0.70532453,0.35099235,0.2919853606589785,0.1426134355102686,0.09831854,0.87971455,0.24209899,0.1630971993410214,0.3697590359438296,0.0,1.0,0.0,0.2024694177759473,0.0721249387491307,0.12132558,0.4936572,0.17474009,0.0258652350585008,0.0906994043223081,4.385808e-05,0.80135775,0.0032253575,0.8253706754530478,0.3799628512283396,0.0,1.0,1.0,0.1402168548039538,0.1893022775818468,0.032401145,0.97208554,0.08575742,0.1434964696342669,0.1070231664633336,0.035126694,0.5776855,0.10278991,0.2348850831021416,0.1365554008585649,0.03912651,0.87034565,0.20500216,0.4442087279901153,0.0850102844157018,0.3017038,0.75348467,0.42704374,0.0,0.0,0.0,0.0,0.0,0.2459131565897858,0.0757196247390724,0.11053255,0.61883837,0.233163,0.2617422273887974,0.1201517763416731,0.07852174,0.74555254,0.22971846,0.584732279386491,0.2473823764893479,0.0046010776,0.9796489,0.6236141,0.2485046307940692,0.1140822498030357,0.04059834,0.62969595,0.22550651,0.1586365823995057,0.0897272442119717,0.006929231,0.63560265,0.14412844,0.1301704095799011,0.2068508183354948,0.022158446,0.90880644,0.05621422,0.0002344907165848,0.000256704339781,2.723882e-05,0.0024817246,0.00014791143,0.0007310547545988,0.0050446900467906,7.308306e-06,0.09985686,3.0244597e-05,0.0003989158359621,0.0018467778938116,9.938085e-06,0.022183694,5.851936e-05,0.0422957753113509,0.1700277263298815,0.0003049172,0.95211345,0.0016412893,0.0020013431969357,0.0014696357928614,0.0005546657,0.015242125,0.0015423053,0.0117955949712948,0.0525851663732711,9.385305e-05,0.5912437,0.0023871805,0.9425428248352552,0.1962457513981278,0.03383265,0.99754864,0.99326175,Aditiya,2
Aditiya,0.4914098991433279,0.0910069763988902,0.20152771,0.6724217,0.5096381,0.3172893907413509,0.0775305203837208,0.15113755,0.67161083,0.31103873,0.2054632546523888,0.0923461257412072,0.023566771,0.50400555,0.20202796,0.3424227145799011,0.0557640420674808,0.21058409,0.5269066,0.34169582,0.5582933924711697,0.1585339264081434,0.12422785,0.91195333,0.5522969,0.0823723228995057,0.2751578720412073,0.0,1.0,0.0,0.2644104327512355,0.052083085439167,0.16344842,0.5733238,0.25589183,0.1337515557984349,0.171718167384054,0.00022554361,0.97725713,0.06154729,0.828665568369028,0.3771116981153076,0.0,1.0,1.0,0.5570187680313015,0.2963015594726657,0.05329281,0.97309023,0.56440294,0.3898739023393739,0.1107675056826367,0.10545571,0.7267921,0.37509406,0.3142668108072488,0.1464449030058207,0.051366813,0.8881844,0.28646293,0.6097827845963757,0.0605210585243068,0.38501093,0.74284524,0.62077004,0.0032948929159802,0.0573537775474044,0.0,1.0,0.0,0.3173726026359143,0.0989971122298944,0.11365145,0.86967945,0.30533028,0.4217339300247117,0.1750361261016542,0.07359792,0.7975525,0.4250636,0.553087153029654,0.2679134914554461,0.0008618581,0.99150264,0.58855927,0.1940506144102141,0.0846153252059251,0.06294577,0.8503042,0.17655708,0.1018633790247117,0.0927552541582045,0.008286718,0.842138,0.07679909,0.1530399198385502,0.2188858194466966,0.015656505,0.9262311,0.05865658,0.0017364195263459,0.008593947984827,4.0867806e-05,0.09917369,0.0003262571,0.0054330696499324,0.0334074603210246,3.9290822e-05,0.6968351,0.0005723896,0.0070974348551087,0.0423306320078119,1.4853478e-05,0.65955865,0.000273561,0.2233478576471993,0.3039545685946337,0.00017639749,0.9658731,0.06506484,0.0102811067327512,0.0513608061856904,0.00055768323,0.9023716,0.0026244228,0.0131651095568039,0.0384067597542514,0.00012178441,0.75548905,0.004378857,0.7389390011449752,0.3364604520411213,0.0018198245,0.99434495,0.9179904,Aditiya,3
Aditiya,0.4122047242174629,0.1082298169059016,0.20544109,0.69967467,0.40918154,0.2973063505107084,0.0493624932073515,0.15217516,0.46302167,0.2936627,0.1603965710313014,0.112737034071594,0.020356778,0.5233317,0.110620745,0.320637816952224,0.0514759576483623,0.21236117,0.43663785,0.3181103,0.6777843691598023,0.1222567862173755,0.21882612,0.88012403,0.72242314,0.1565074135090609,0.3636353750682884,0.0,1.0,0.0,0.2573413551400329,0.039407069211006,0.15633884,0.4537164,0.25103045,0.3823277533698517,0.2975196914871049,0.0013195109,0.9787291,0.3169446,0.8237232289950577,0.3813697423329676,0.0,1.0,1.0,0.8382246882042833,0.1266634603494551,0.09569515,0.9761513,0.89564145,0.4682906234925865,0.0946467498776856,0.18988161,0.8161574,0.4669998,0.4642668344975288,0.1421606948429698,0.0808456,0.8087389,0.45843822,0.6482267477924217,0.0511618810903058,0.21896785,0.75347054,0.6528792,0.0115321252059308,0.1068547881400095,0.0,1.0,0.0,0.3506114305271828,0.0840281919524605,0.17486714,0.7180711,0.34433302,0.6112968071581549,0.1246232554453874,0.011873355,0.8319154,0.6363933,0.3437451573657331,0.2398309302891944,0.01078409,0.9993893,0.30352908,0.1893377204744646,0.068494587903024,0.06376472,0.6807537,0.17910482,0.1123533483385502,0.0759758164254523,0.012845656,0.8878882,0.094884016,0.1221849749555189,0.1524632208789276,0.015442485,0.9008796,0.07698577,0.0005419094995799,0.001263623357147,0.00010390374,0.030599145,0.00039746103,0.0024025857342174,0.0021760484694156,0.00021282917,0.018131753,0.0016253348,0.0021280188217133,0.0350278003362714,7.420282e-05,0.8631103,0.00043912776,0.5840115066278418,0.4041510812714456,0.0004434781,0.996718,0.87615156,0.0050198970532224,0.0373955886301705,7.764252e-05,0.915025,0.0027953156,0.0059682470455024,0.0062030156874164,0.00019714377,0.06555254,0.00394857,0.3999278341571664,0.4045571785259357,0.0014517672,0.9669737,0.10185377,Aditiya,4
Aditiya,0.4738217651400329,0.0733553668212771,0.19022758,0.7266178,0.4786859,0.2782852799341021,0.0696889448350784,0.12816934,0.533825,0.2673219,0.2211927867215815,0.1112364281293831,0.025256943,0.6237977,0.19974351,0.346578792553542,0.0724904851495256,0.21004893,0.7311573,0.34379765,0.5172824277924217,0.1349241287096708,0.21123548,0.8775627,0.48961163,0.2273476112026359,0.4194645920498631,0.0,1.0,0.0,0.2424394889126853,0.0586132968456268,0.13630804,0.5188044,0.23081262,0.1237046914021087,0.1726631787339857,0.0003617147,0.88701946,0.05137985,0.8533772652388797,0.3540211639136554,0.0,1.0,1.0,0.4239706178583196,0.2645282893237367,0.06834449,0.96943337,0.33297825,0.3228970741153212,0.1363363530094991,0.0718781,0.80478245,0.30176565,0.3308404832471169,0.1485629843853331,0.07330497,0.8406427,0.29758984,0.5347699866556836,0.0857836046791396,0.3239517,0.74636286,0.52887446,0.0214168039538715,0.1448886083378262,0.0,1.0,0.0,0.3020018208401976,0.0826105410966857,0.11906866,0.7892302,0.29281622,0.3394524162306425,0.1583100990859225,0.051635996,0.7654755,0.29056764,0.6925186723530479,0.2460901498036264,0.0032963303,0.9948573,0.7660451,0.2370927833228995,0.1135545656111299,0.052333836,0.77467453,0.21251875,0.1127077976655683,0.0676018357142384,0.010777403,0.5848487,0.09896295,0.1389590119324547,0.2047244911634967,0.020725682,0.91482556,0.060775712,0.0006115414382454,0.0024815181936751,5.8031274e-05,0.048199043,0.00026301062,0.00125785311357,0.0035411248535811,1.550655e-05,0.04255813,0.00019682282,0.0012671566537594,0.0091110761270444,1.042559e-05,0.18006746,0.00017981222,0.204391632188962,0.3055400001240101,0.0011726927,0.98074085,0.0489611,0.0021872939326523,0.005067099608158,0.0002658334,0.117608376,0.0016819342,0.0261258451844481,0.0626609618510418,0.0001486911,0.6630856,0.007871987,0.7641586756029654,0.3234538825199408,0.008375595,0.99182194,0.9335627,Aditiya,5
Aditiya,0.5311926767874794,0.0613766390440077,0.33893874,0.6678234,0.54179466,0.220768399199341,0.0408934917733624,0.10057171,0.4490405,0.21538398,0.2029989924118616,0.1016836874512168,0.054965485,0.6942658,0.1797267,0.3262798896375617,0.0352711079176593,0.20751907,0.40881515,0.33724886,0.2966544046622735,0.0826798511723681,0.09258377,0.63005424,0.28379673,0.0345963756177924,0.1829059349582396,0.0,1.0,0.0,0.1985310138385502,0.0565926228567523,0.13113174,0.512538,0.18499863,0.0080453360381383,0.0137394815156599,0.00015260499,0.12351869,0.0036034593,0.6820428336079077,0.4660668001356213,0.0,1.0,1.0,0.1498953185634267,0.048591185648095,0.057966072,0.3420736,0.14062344,0.1590379514662273,0.0655928285792184,0.034524612,0.5169814,0.14914687,0.2033173699060955,0.074683575568872,0.028359674,0.5831269,0.19390231,0.5014252543657332,0.0443164831693575,0.34559363,0.645625,0.4984155,0.0,0.0,0.0,0.0,0.0,0.3181768127512356,0.0611644013670856,0.17158854,0.53106594,0.31709355,0.2706946286820428,0.074206670785494,0.11374607,0.684123,0.2652745,0.4695694346375618,0.2674482146249347,0.010490586,0.9793187,0.4547972,0.1309843807265238,0.0577895087480033,0.030734073,0.4689852,0.117268294,0.1303113789028006,0.0715556725534187,0.01994521,0.42984468,0.11221706,0.1047765681746293,0.198463612233375,0.018256914,0.89555156,0.046962753,0.0002141454936079,0.0003088934041994,3.9185827e-05,0.004207452,0.00012981446,0.0001181758728286,0.0001136448412009,1.9357944e-05,0.0015818459,9.4256684e-05,5.579567517298188e-05,4.9329908085728014e-05,9.672211e-06,0.00087501406,4.633495e-05,0.0044659970267545,0.0040728140207802,0.0006943403,0.03400142,0.0031370409,0.0051399885523887,0.0033268260124917,0.0012450253,0.028729625,0.004253179,0.0010378481904991,0.0010400107481516,2.9248771e-05,0.008801702,0.00075512164,0.988968049637562,0.004734019077397,0.9554156,0.9952323,0.9899833,Aditiya,6
Daniel,0.6532807683333334,0.0991757189709944,0.2962997,0.8971272,0.66689143,0.3497533014047619,0.1076879757959248,0.08550197,0.7056073,0.345668125,0.4103277597857143,0.17994229146036,0.07123122,0.86453223,0.391180205,0.3151789728571428,0.0607565052429557,0.20730908,0.47952703,0.33039345,0.1352780588460317,0.0707275554243208,0.056928992,0.52110016,0.110914315,0.073015873015873,0.2603692798887937,0.0,1.0,0.0,0.2160295101523809,0.1339502584291632,0.07271283,0.62872785,0.161057615,0.0283847491984063,0.0990525316898255,4.299695e-06,0.8747463,0.00381811045,0.326984126984127,0.4694841566619154,0.0,1.0,0.0,0.0666363479269841,0.0617528425015968,0.016378578,0.5536749,0.049814124,0.2152772588587301,0.1649248794802366,0.033502314,0.7702431,0.163130435,0.2450445283206349,0.1738609833504971,0.033637978,0.86992276,0.188996515,0.4688894411904762,0.0959841013437578,0.29255408,0.74239093,0.45430735,0.0269841269841269,0.162165737126331,0.0,1.0,0.0,0.3854127771269841,0.1706237862966944,0.12219419,0.92613834,0.3435833499999999,0.2949734968285714,0.1886515701909769,0.048234824,0.8791622,0.22749354,0.2229650827113333,0.2763019912937227,0.00049544714,0.9946985,0.091884327,0.1548947800857142,0.1588191295014,0.020386115,0.79733104,0.077231465,0.3002294977555556,0.1923522459996544,0.008687702,0.898748,0.25256036,0.2890754667333333,0.3075424433409794,0.022271857,0.9526781,0.09453563,0.0147006752130539,0.0432719704756826,1.1005597e-05,0.5584882,0.0006145257499999,0.006278278203582,0.0264442723559911,3.3276933e-06,0.34444767,0.000106986138,0.0322208265332014,0.1058099973470674,1.4535535e-06,0.70667034,3.29334015e-05,0.0290853730660476,0.1041944021177381,0.00019022079,0.86956453,0.0029479931,0.0444658583718253,0.1056290468322958,0.00090571085,0.71495706,0.0043995981,0.0190629306390793,0.0639021380096866,0.0001366246,0.51603216,0.0019220253499999,0.8541860578587301,0.2650058425272928,0.011625577,0.9975562,0.985514465,Daniel,1
Daniel,0.6505334033863275,0.0576986342052656,0.4721645,0.83619195,0.64788175,0.2849981877869634,0.1053010819716451,0.07734824,0.5467575,0.27076346,0.529087092591415,0.1650088866780098,0.13562837,0.8613772,0.5247236,0.2806253047535771,0.0714491754860005,0.20693688,0.43388394,0.23934881,0.1483386034101748,0.0797309386145125,0.061949443,0.5410719,0.1247644,0.1255961844197138,0.331657441239251,0.0,1.0,0.0,0.31111179645469,0.1939898046682521,0.07486246,0.7645669,0.3130463,0.0209334803877583,0.0478582656307861,0.00017499861,0.4496507,0.0065840553,0.2702702702702703,0.4444528126065171,0.0,1.0,0.0,0.0641061511033386,0.0602826740726487,0.017245363,0.6357527,0.04798415,0.174711740682035,0.1244224851280049,0.051639907,0.69257694,0.13317902,0.2694572607901431,0.1616786656638384,0.051383425,0.8609129,0.22163534,0.4361516588394277,0.0681501119495512,0.28190514,0.649552,0.42986226,0.0047694753577106,0.0689513302681204,0.0,1.0,0.0,0.3357177914785373,0.0722804775717782,0.15306267,0.57471037,0.32997036,0.2031155251796502,0.0847772899979514,0.031153552,0.6757925,0.1874541,0.1707508348030206,0.2051448265666466,0.0021400768,0.9887627,0.08852328,0.0890654476979332,0.0778501155967299,0.019834476,0.89997554,0.06649122,0.2695869801049285,0.1465831863340899,0.03190232,0.84152347,0.24880289,0.4219749366550079,0.337781870015903,0.020474378,0.9331315,0.3802251,0.0042965501979793,0.0133505830906142,3.6211164e-05,0.22630087,0.00087993406,0.0154629365090825,0.0898570168609202,4.2799525e-06,0.8507024,9.4919145e-05,0.0006471507916049,0.0042537007473772,2.098194e-06,0.09517893,3.546365e-05,0.0408471356952623,0.1138263792356805,0.0002978698,0.81407446,0.0027782104,0.0058258939246422,0.0046085673050625,0.0004392679,0.03481347,0.0043780054,0.0123360841717647,0.0585058930801318,0.00017210505,0.7084985,0.0013684086,0.9205842473116058,0.1924201250026626,0.019487383,0.99646723,0.9872392,Daniel,2
Daniel,0.6036625580286169,0.0643485026848896,0.39060318,0.7675278,0.6111157,0.2179742655596184,0.073581666391426,0.079762466,0.6157917,0.20181802,0.4508661186518283,0.1630895583481901,0.07053732,0.8702582,0.44305974,0.2288499833704292,0.0272120426553159,0.20250282,0.38449726,0.22031768,0.3944555603942766,0.2689187233053166,0.08348646,0.92891216,0.30192983,0.2655007949125596,0.4419509571056818,0.0,1.0,0.0,0.492166580054054,0.1345035086193696,0.0981827,0.7918436,0.5029967,0.1935008858501113,0.2910518757296524,0.00020622181,0.9968569,0.04171418,0.670906200317965,0.4702580662050591,0.0,1.0,1.0,0.348315133872814,0.3140849005079948,0.03167543,0.97296405,0.20632608,0.4264748177694753,0.2137341537246448,0.074413195,0.80914,0.39570066,0.3668918761748807,0.1621394404539082,0.08125383,0.88749266,0.33992523,0.4356551482511924,0.1062820170259676,0.2236558,0.7788772,0.4156891,0.2957074721780604,0.4567233238471498,0.0,1.0,0.0,0.3409265565802861,0.1157283669281997,0.08445899,0.7951771,0.3277365,0.1863721011674086,0.1700104254166486,0.0074404418,0.84631395,0.13356641,0.5520895527277376,0.3605054617299519,2.149255e-05,0.9998559,0.60386884,0.2820096399554849,0.2248345003444997,0.02615172,0.8551129,0.16646788,0.2680928343751987,0.1528772987351879,0.009431268,0.92024153,0.23675095,0.608790225763116,0.2321538912545463,0.030570116,0.9501494,0.651085,0.0136636840227344,0.0203544706036348,0.00034925764,0.19639789,0.007335487,0.0764977713338171,0.1706217127368765,2.3157025e-05,0.90512615,0.0048639877,0.005998550649903,0.0153313618257623,1.9003657e-05,0.15700139,0.0015585873,0.3006768299635929,0.3258608384424683,0.0008082933,0.9869104,0.15359491,0.0094049865982352,0.0144491421118408,0.00019291679,0.14453681,0.0042396504,0.0203962089765818,0.0672563662558322,0.0004155553,0.8468049,0.0044622384,0.5733619684854689,0.3945122232879095,0.0004336371,0.99331254,0.73547184,Daniel,3
Daniel,0.612369455063492,0.0574103524949342,0.37479421,0.9202465,0.612961325,0.2113589029682539,0.0679270284787236,0.080711,0.5842939,0.199956565,0.4527006184063492,0.1466816134460161,0.06546047,0.80310273,0.4576534949999999,0.2361186618571428,0.0351911840974107,0.20620209,0.39435026,0.2239021299999999,0.2405359975079365,0.1095249697831052,0.09520221,0.76119804,0.205385165,0.1825396825396825,0.3865956270677972,0.0,1.0,0.0,0.513829778431746,0.1395022680056249,0.08256205,0.7896283,0.54401018,0.0404720385735238,0.0734081911282359,0.00021536689,0.75932515,0.016914461,0.8492063492063492,0.3581319737351746,0.0,1.0,1.0,0.1729290075492063,0.135308777021842,0.042087033,0.8803113,0.123639778,0.3396628148412698,0.1343874892523344,0.11864772,0.7808468,0.320694985,0.3170136394444444,0.1142435397413118,0.075212896,0.7690834,0.30333535,0.4151338145079365,0.0639614530856561,0.29179463,0.711396,0.393892875,0.1317460317460317,0.3384831951432787,0.0,1.0,0.0,0.3163862162063492,0.0729078208604062,0.14249009,0.6670546,0.30217253,0.1275142467825396,0.1123615489110804,0.019516423,0.71229625,0.1006472775,0.6569091155606349,0.2998932703343335,0.0002954136,0.9958411,0.7627045,0.2265246294380952,0.1380050407646319,0.043634962,0.76084924,0.183114675,0.2672737069269841,0.1469534969004647,0.036700517,0.8204942,0.23203177,0.6475557913206349,0.2396512799407138,0.025541436,0.9399655,0.7274497449999999,0.0151619094430793,0.0192345483576334,0.00027434883,0.24647702,0.01058195,0.0366354639634507,0.0938961122469146,5.9662638e-05,0.7406484,0.00690770165,0.0097998279027174,0.0254468870405294,1.987495e-05,0.387236,0.00278624775,0.1736066787895238,0.196827660572907,0.0020929214,0.8446084,0.0765561675,0.0098846743673492,0.0129315560927442,0.00070651807,0.11524433,0.00483944025,0.0424657993904603,0.0733623052257545,0.00050860865,0.72157973,0.017807317,0.7124456453444444,0.2554686018248538,0.022878543,0.99331266,0.821140865,Daniel,4
